A15(2).TMC;;;;
Time/sec,Abs;;;;
0.0;0.0212;;0;0,0212
1.0;0.0207;;1;0,0207
2.0;0.0202;;2;0,0202
3.0;0.0203;;3;0,0203
4.0;0.0202;;4;0,0202
5.0;0.0202;;5;0,0202
6.0;0.0202;;6;0,0202
7.0;0.0202;;7;0,0202
8.0;0.0202;;8;0,0202
9.0;0.0202;;9;0,0202
10.0;0.0202;;10;0,0202
11.0;0.0202;;11;0,0202
12.0;0.0202;;12;0,0202
13.0;0.0203;;13;0,0203
14.0;0.0204;;14;0,0204
15.0;0.0204;;15;0,0204
16.0;0.0205;;16;0,0205
17.0;0.0206;;17;0,0206
18.0;0.0207;;18;0,0207
19.0;0.0207;;19;0,0207
20.0;0.0208;;20;0,0208
21.0;0.0209;;21;0,0209
22.0;0.0210;;22;0,021
23.0;0.0211;;23;0,0211
24.0;0.0212;;24;0,0212
25.0;0.0213;;25;0,0213
26.0;0.0215;;26;0,0215
27.0;0.0215;;27;0,0215
28.0;0.0216;;28;0,0216
29.0;0.0218;;29;0,0218
30.0;0.0220;;30;0,022
31.0;0.0221;;31;0,0221
32.0;0.0223;;32;0,0223
33.0;0.0224;;33;0,0224
34.0;0.0226;;34;0,0226
35.0;0.0228;;35;0,0228
36.0;0.0230;;36;0,023
37.0;0.0232;;37;0,0232
38.0;0.0235;;38;0,0235
39.0;0.0237;;39;0,0237
40.0;0.0238;;40;0,0238
41.0;0.0240;;41;0,024
42.0;0.0242;;42;0,0242
43.0;0.0245;;43;0,0245
44.0;0.0247;;44;0,0247
45.0;0.0249;;45;0,0249
46.0;0.0251;;46;0,0251
47.0;0.0253;;47;0,0253
48.0;0.0255;;48;0,0255
49.0;0.0258;;49;0,0258
50.0;0.0261;;50;0,0261
51.0;0.0263;;51;0,0263
52.0;0.0266;;52;0,0266
53.0;0.0269;;53;0,0269
54.0;0.0272;;54;0,0272
55.0;0.0276;;55;0,0276
56.0;0.0279;;56;0,0279
57.0;0.0282;;57;0,0282
58.0;0.0285;;58;0,0285
59.0;0.0288;;59;0,0288
60.0;0.0291;;60;0,0291
61.0;0.0294;;61;0,0294
62.0;0.0298;;62;0,0298
63.0;0.0301;;63;0,0301
64.0;0.0304;;64;0,0304
65.0;0.0307;;65;0,0307
66.0;0.0310;;66;0,031
67.0;0.0313;;67;0,0313
68.0;0.0317;;68;0,0317
69.0;0.0320;;69;0,032
70.0;0.0323;;70;0,0323
71.0;0.0326;;71;0,0326
72.0;0.0330;;72;0,033
73.0;0.0333;;73;0,0333
74.0;0.0336;;74;0,0336
75.0;0.0339;;75;0,0339
76.0;0.0343;;76;0,0343
77.0;0.0346;;77;0,0346
78.0;0.0349;;78;0,0349
79.0;0.0352;;79;0,0352
80.0;0.0356;;80;0,0356
81.0;0.0359;;81;0,0359
82.0;0.0363;;82;0,0363
83.0;0.0366;;83;0,0366
84.0;0.0370;;84;0,037
85.0;0.0373;;85;0,0373
86.0;0.0377;;86;0,0377
87.0;0.0380;;87;0,038
88.0;0.0384;;88;0,0384
89.0;0.0388;;89;0,0388
90.0;0.0391;;90;0,0391
91.0;0.0395;;91;0,0395
92.0;0.0399;;92;0,0399
93.0;0.0402;;93;0,0402
94.0;0.0406;;94;0,0406
95.0;0.0409;;95;0,0409
96.0;0.0413;;96;0,0413
97.0;0.0417;;97;0,0417
98.0;0.0421;;98;0,0421
99.0;0.0424;;99;0,0424
100.0;0.0428;;100;0,0428
101.0;0.0432;;101;0,0432
102.0;0.0435;;102;0,0435
103.0;0.0439;;103;0,0439
104.0;0.0442;;104;0,0442
105.0;0.0446;;105;0,0446
106.0;0.0449;;106;0,0449
107.0;0.0453;;107;0,0453
108.0;0.0456;;108;0,0456
109.0;0.0459;;109;0,0459
110.0;0.0463;;110;0,0463
111.0;0.0465;;111;0,0465
112.0;0.0469;;112;0,0469
113.0;0.0472;;113;0,0472
114.0;0.0476;;114;0,0476
115.0;0.0479;;115;0,0479
116.0;0.0482;;116;0,0482
117.0;0.0485;;117;0,0485
118.0;0.0488;;118;0,0488
119.0;0.0491;;119;0,0491
120.0;0.0494;;120;0,0494
121.0;0.0497;;121;0,0497
122.0;0.0500;;122;0,05
123.0;0.0503;;123;0,0503
124.0;0.0506;;124;0,0506
125.0;0.0508;;125;0,0508
126.0;0.0510;;126;0,051
127.0;0.0513;;127;0,0513
128.0;0.0516;;128;0,0516
129.0;0.0519;;129;0,0519
130.0;0.0522;;130;0,0522
131.0;0.0525;;131;0,0525
132.0;0.0528;;132;0,0528
133.0;0.0531;;133;0,0531
134.0;0.0533;;134;0,0533
135.0;0.0536;;135;0,0536
136.0;0.0539;;136;0,0539
137.0;0.0541;;137;0,0541
138.0;0.0543;;138;0,0543
139.0;0.0546;;139;0,0546
140.0;0.0548;;140;0,0548
141.0;0.0551;;141;0,0551
142.0;0.0553;;142;0,0553
143.0;0.0556;;143;0,0556
144.0;0.0559;;144;0,0559
145.0;0.0561;;145;0,0561
146.0;0.0564;;146;0,0564
147.0;0.0567;;147;0,0567
148.0;0.0570;;148;0,057
149.0;0.0571;;149;0,0571
150.0;0.0574;;150;0,0574
151.0;0.0576;;151;0,0576
152.0;0.0578;;152;0,0578
153.0;0.0580;;153;0,058
154.0;0.0582;;154;0,0582
155.0;0.0584;;155;0,0584
156.0;0.0587;;156;0,0587
157.0;0.0589;;157;0,0589
158.0;0.0591;;158;0,0591
159.0;0.0593;;159;0,0593
160.0;0.0595;;160;0,0595
161.0;0.0598;;161;0,0598
162.0;0.0601;;162;0,0601
163.0;0.0603;;163;0,0603
164.0;0.0604;;164;0,0604
165.0;0.0607;;165;0,0607
166.0;0.0609;;166;0,0609
167.0;0.0611;;167;0,0611
168.0;0.0613;;168;0,0613
169.0;0.0615;;169;0,0615
170.0;0.0617;;170;0,0617
171.0;0.0619;;171;0,0619
172.0;0.0621;;172;0,0621
173.0;0.0623;;173;0,0623
174.0;0.0625;;174;0,0625
175.0;0.0627;;175;0,0627
176.0;0.0630;;176;0,063
177.0;0.0631;;177;0,0631
178.0;0.0634;;178;0,0634
179.0;0.0635;;179;0,0635
180.0;0.0637;;180;0,0637
181.0;0.0639;;181;0,0639
182.0;0.0641;;182;0,0641
183.0;0.0643;;183;0,0643
184.0;0.0645;;184;0,0645
185.0;0.0648;;185;0,0648
186.0;0.0650;;186;0,065
187.0;0.0652;;187;0,0652
188.0;0.0654;;188;0,0654
189.0;0.0655;;189;0,0655
190.0;0.0658;;190;0,0658
191.0;0.0660;;191;0,066
192.0;0.0663;;192;0,0663
193.0;0.0664;;193;0,0664
194.0;0.0666;;194;0,0666
195.0;0.0668;;195;0,0668
196.0;0.0670;;196;0,067
197.0;0.0672;;197;0,0672
198.0;0.0674;;198;0,0674
199.0;0.0676;;199;0,0676
200.0;0.0678;;200;0,0678
201.0;0.0679;;201;0,0679
202.0;0.0681;;202;0,0681
203.0;0.0683;;203;0,0683
204.0;0.0685;;204;0,0685
205.0;0.0687;;205;0,0687
206.0;0.0688;;206;0,0688
207.0;0.0689;;207;0,0689
208.0;0.0690;;208;0,069
209.0;0.0692;;209;0,0692
210.0;0.0694;;210;0,0694
211.0;0.0694;;211;0,0694
212.0;0.0695;;212;0,0695
213.0;0.0697;;213;0,0697
214.0;0.0697;;214;0,0697
215.0;0.0698;;215;0,0698
216.0;0.0700;;216;0,07
217.0;0.0700;;217;0,07
218.0;0.0702;;218;0,0702
219.0;0.0702;;219;0,0702
220.0;0.0703;;220;0,0703
221.0;0.0705;;221;0,0705
222.0;0.0706;;222;0,0706
223.0;0.0706;;223;0,0706
224.0;0.0708;;224;0,0708
225.0;0.0711;;225;0,0711
226.0;0.0712;;226;0,0712
227.0;0.0714;;227;0,0714
228.0;0.0716;;228;0,0716
229.0;0.0718;;229;0,0718
230.0;0.0719;;230;0,0719
231.0;0.0721;;231;0,0721
232.0;0.0723;;232;0,0723
233.0;0.0725;;233;0,0725
234.0;0.0726;;234;0,0726
235.0;0.0728;;235;0,0728
236.0;0.0729;;236;0,0729
237.0;0.0730;;237;0,073
238.0;0.0732;;238;0,0732
239.0;0.0734;;239;0,0734
240.0;0.0735;;240;0,0735
241.0;0.0736;;241;0,0736
242.0;0.0738;;242;0,0738
243.0;0.0740;;243;0,074
244.0;0.0741;;244;0,0741
245.0;0.0743;;245;0,0743
246.0;0.0744;;246;0,0744
247.0;0.0746;;247;0,0746
248.0;0.0747;;248;0,0747
249.0;0.0749;;249;0,0749
250.0;0.0750;;250;0,075
251.0;0.0751;;251;0,0751
252.0;0.0752;;252;0,0752
253.0;0.0755;;253;0,0755
254.0;0.0757;;254;0,0757
255.0;0.0759;;255;0,0759
256.0;0.0760;;256;0,076
257.0;0.0761;;257;0,0761
258.0;0.0763;;258;0,0763
259.0;0.0765;;259;0,0765
260.0;0.0766;;260;0,0766
261.0;0.0767;;261;0,0767
262.0;0.0769;;262;0,0769
263.0;0.0770;;263;0,077
264.0;0.0771;;264;0,0771
265.0;0.0773;;265;0,0773
266.0;0.0774;;266;0,0774
267.0;0.0776;;267;0,0776
268.0;0.0778;;268;0,0778
269.0;0.0779;;269;0,0779
270.0;0.0780;;270;0,078
271.0;0.0781;;271;0,0781
272.0;0.0782;;272;0,0782
273.0;0.0783;;273;0,0783
274.0;0.0783;;274;0,0783
275.0;0.0784;;275;0,0784
276.0;0.0784;;276;0,0784
277.0;0.0785;;277;0,0785
278.0;0.0786;;278;0,0786
279.0;0.0786;;279;0,0786
280.0;0.0787;;280;0,0787
281.0;0.0788;;281;0,0788
282.0;0.0789;;282;0,0789
283.0;0.0791;;283;0,0791
284.0;0.0792;;284;0,0792
285.0;0.0793;;285;0,0793
286.0;0.0796;;286;0,0796
287.0;0.0797;;287;0,0797
288.0;0.0798;;288;0,0798
289.0;0.0799;;289;0,0799
290.0;0.0801;;290;0,0801
291.0;0.0802;;291;0,0802
292.0;0.0802;;292;0,0802
293.0;0.0804;;293;0,0804
294.0;0.0805;;294;0,0805
295.0;0.0806;;295;0,0806
296.0;0.0806;;296;0,0806
297.0;0.0806;;297;0,0806
298.0;0.0808;;298;0,0808
299.0;0.0808;;299;0,0808
300.0;0.0809;;300;0,0809
301.0;0.0810;;301;0,081
302.0;0.0811;;302;0,0811
303.0;0.0813;;303;0,0813
304.0;0.0813;;304;0,0813
305.0;0.0814;;305;0,0814
306.0;0.0815;;306;0,0815
307.0;0.0815;;307;0,0815
308.0;0.0816;;308;0,0816
309.0;0.0817;;309;0,0817
310.0;0.0817;;310;0,0817
311.0;0.0818;;311;0,0818
312.0;0.0819;;312;0,0819
313.0;0.0819;;313;0,0819
314.0;0.0819;;314;0,0819
315.0;0.0819;;315;0,0819
316.0;0.0820;;316;0,082
317.0;0.0820;;317;0,082
318.0;0.0821;;318;0,0821
319.0;0.0823;;319;0,0823
320.0;0.0823;;320;0,0823
321.0;0.0823;;321;0,0823
322.0;0.0824;;322;0,0824
323.0;0.0825;;323;0,0825
324.0;0.0825;;324;0,0825
325.0;0.0827;;325;0,0827
326.0;0.0827;;326;0,0827
327.0;0.0828;;327;0,0828
328.0;0.0829;;328;0,0829
329.0;0.0830;;329;0,083
330.0;0.0831;;330;0,0831
331.0;0.0832;;331;0,0832
332.0;0.0833;;332;0,0833
333.0;0.0834;;333;0,0834
334.0;0.0834;;334;0,0834
335.0;0.0834;;335;0,0834
336.0;0.0835;;336;0,0835
337.0;0.0836;;337;0,0836
338.0;0.0836;;338;0,0836
339.0;0.0836;;339;0,0836
340.0;0.0837;;340;0,0837
341.0;0.0837;;341;0,0837
342.0;0.0837;;342;0,0837
343.0;0.0837;;343;0,0837
344.0;0.0837;;344;0,0837
345.0;0.0838;;345;0,0838
346.0;0.0839;;346;0,0839
347.0;0.0839;;347;0,0839
348.0;0.0839;;348;0,0839
349.0;0.0840;;349;0,084
350.0;0.0840;;350;0,084
351.0;0.0841;;351;0,0841
352.0;0.0841;;352;0,0841
353.0;0.0841;;353;0,0841
354.0;0.0841;;354;0,0841
355.0;0.0842;;355;0,0842
356.0;0.0842;;356;0,0842
357.0;0.0842;;357;0,0842
358.0;0.0842;;358;0,0842
359.0;0.0842;;359;0,0842
360.0;0.0842;;360;0,0842
361.0;0.0843;;361;0,0843
362.0;0.0844;;362;0,0844
363.0;0.0843;;363;0,0843
364.0;0.0843;;364;0,0843
365.0;0.0844;;365;0,0844
366.0;0.0845;;366;0,0845
367.0;0.0845;;367;0,0845
368.0;0.0845;;368;0,0845
369.0;0.0845;;369;0,0845
370.0;0.0846;;370;0,0846
371.0;0.0846;;371;0,0846
372.0;0.0846;;372;0,0846
373.0;0.0846;;373;0,0846
374.0;0.0846;;374;0,0846
375.0;0.0847;;375;0,0847
376.0;0.0848;;376;0,0848
377.0;0.0848;;377;0,0848
378.0;0.0847;;378;0,0847
379.0;0.0847;;379;0,0847
380.0;0.0847;;380;0,0847
381.0;0.0847;;381;0,0847
382.0;0.0847;;382;0,0847
383.0;0.0847;;383;0,0847
384.0;0.0846;;384;0,0846
385.0;0.0846;;385;0,0846
386.0;0.0846;;386;0,0846
387.0;0.0846;;387;0,0846
388.0;0.0846;;388;0,0846
389.0;0.0846;;389;0,0846
390.0;0.0847;;390;0,0847
391.0;0.0847;;391;0,0847
392.0;0.0847;;392;0,0847
393.0;0.0848;;393;0,0848
394.0;0.0848;;394;0,0848
395.0;0.0847;;395;0,0847
396.0;0.0848;;396;0,0848
397.0;0.0847;;397;0,0847
398.0;0.0848;;398;0,0848
399.0;0.0847;;399;0,0847
400.0;0.0847;;400;0,0847
