"06CONA0H.TMC"
Time/sec,Abs
0.0,1.974
1.0,1.966
2.0,1.957
3.0,1.949
4.0,1.941
5.0,1.933
6.0,1.924
7.0,1.916
8.0,1.908
9.0,1.900
10.0,1.892
11.0,1.883
12.0,1.875
13.0,1.867
14.0,1.859
15.0,1.851
16.0,1.843
17.0,1.835
18.0,1.827
19.0,1.819
20.0,1.811
21.0,1.803
22.0,1.795
23.0,1.787
24.0,1.780
25.0,1.772
26.0,1.764
27.0,1.756
28.0,1.748
29.0,1.741
30.0,1.733
31.0,1.725
32.0,1.717
33.0,1.710
34.0,1.702
35.0,1.695
36.0,1.687
37.0,1.679
38.0,1.672
39.0,1.665
40.0,1.657
41.0,1.650
42.0,1.642
43.0,1.635
44.0,1.628
45.0,1.620
46.0,1.613
47.0,1.606
48.0,1.599
49.0,1.592
50.0,1.584
51.0,1.577
52.0,1.570
53.0,1.563
54.0,1.556
55.0,1.549
56.0,1.542
57.0,1.535
58.0,1.528
59.0,1.521
60.0,1.515
61.0,1.508
62.0,1.501
63.0,1.495
64.0,1.488
65.0,1.481
66.0,1.474
67.0,1.468
68.0,1.461
69.0,1.455
70.0,1.448
71.0,1.442
72.0,1.435
73.0,1.429
74.0,1.422
75.0,1.416
76.0,1.409
77.0,1.403
78.0,1.396
79.0,1.390
80.0,1.384
81.0,1.378
82.0,1.371
83.0,1.365
84.0,1.359
85.0,1.353
86.0,1.346
87.0,1.340
88.0,1.334
89.0,1.328
90.0,1.322
91.0,1.316
92.0,1.310
93.0,1.304
94.0,1.298
95.0,1.292
96.0,1.286
97.0,1.280
98.0,1.274
99.0,1.268
100.0,1.263
101.0,1.257
102.0,1.251
103.0,1.245
104.0,1.239
105.0,1.234
106.0,1.228
107.0,1.222
108.0,1.217
109.0,1.211
110.0,1.206
111.0,1.200
112.0,1.194
113.0,1.189
114.0,1.184
115.0,1.178
116.0,1.173
117.0,1.167
118.0,1.162
119.0,1.156
120.0,1.151
121.0,1.146
122.0,1.141
123.0,1.135
124.0,1.130
125.0,1.125
126.0,1.120
127.0,1.115
128.0,1.110
129.0,1.105
130.0,1.099
131.0,1.094
132.0,1.089
133.0,1.084
134.0,1.079
135.0,1.074
136.0,1.069
137.0,1.065
138.0,1.060
139.0,1.055
140.0,1.050
141.0,1.045
142.0,1.040
143.0,1.036
144.0,1.031
145.0,1.026
146.0,1.021
147.0,1.017
148.0,1.012
149.0,1.008
150.0,1.003
151.0,0.998
152.0,0.994
153.0,0.989
154.0,0.985
155.0,0.980
156.0,0.976
157.0,0.971
158.0,0.967
159.0,0.962
160.0,0.958
161.0,0.954
162.0,0.949
163.0,0.945
164.0,0.941
165.0,0.936
166.0,0.932
167.0,0.928
168.0,0.924
169.0,0.919
170.0,0.915
171.0,0.911
172.0,0.907
173.0,0.903
174.0,0.899
175.0,0.894
176.0,0.890
177.0,0.886
178.0,0.882
179.0,0.878
180.0,0.874
181.0,0.870
182.0,0.866
183.0,0.862
184.0,0.859
185.0,0.855
186.0,0.851
187.0,0.847
188.0,0.843
189.0,0.839
190.0,0.835
191.0,0.832
192.0,0.828
193.0,0.824
194.0,0.820
195.0,0.817
196.0,0.813
197.0,0.809
198.0,0.806
199.0,0.802
200.0,0.798
201.0,0.795
202.0,0.791
203.0,0.788
204.0,0.784
205.0,0.781
206.0,0.777
207.0,0.774
208.0,0.770
209.0,0.767
210.0,0.763
211.0,0.760
212.0,0.757
213.0,0.753
214.0,0.750
215.0,0.746
216.0,0.743
217.0,0.740
218.0,0.737
219.0,0.733
220.0,0.730
221.0,0.727
222.0,0.723
223.0,0.720
224.0,0.717
225.0,0.714
226.0,0.711
227.0,0.707
228.0,0.704
229.0,0.701
230.0,0.698
231.0,0.695
232.0,0.692
233.0,0.689
234.0,0.686
235.0,0.683
236.0,0.680
237.0,0.677
238.0,0.674
239.0,0.671
240.0,0.668
241.0,0.665
242.0,0.662
243.0,0.659
244.0,0.656
245.0,0.653
246.0,0.650
247.0,0.648
248.0,0.645
249.0,0.642
250.0,0.639
251.0,0.637
252.0,0.634
253.0,0.631
254.0,0.628
255.0,0.626
256.0,0.623
257.0,0.620
258.0,0.618
259.0,0.615
260.0,0.612
261.0,0.609
262.0,0.607
263.0,0.604
264.0,0.602
265.0,0.599
266.0,0.596
267.0,0.594
268.0,0.591
269.0,0.589
270.0,0.586
271.0,0.584
272.0,0.581
273.0,0.579
274.0,0.576
275.0,0.574
276.0,0.571
277.0,0.569
278.0,0.566
279.0,0.564
280.0,0.562
281.0,0.559
282.0,0.557
283.0,0.554
284.0,0.552
285.0,0.549
286.0,0.547
287.0,0.545
288.0,0.543
289.0,0.540
290.0,0.538
291.0,0.535
292.0,0.533
293.0,0.531
294.0,0.529
295.0,0.526
296.0,0.524
297.0,0.522
298.0,0.520
299.0,0.517
300.0,0.515
301.0,0.513
302.0,0.511
303.0,0.508
304.0,0.506
305.0,0.504
306.0,0.502
307.0,0.500
308.0,0.497
309.0,0.495
310.0,0.493
311.0,0.491
312.0,0.489
313.0,0.487
314.0,0.484
315.0,0.482
316.0,0.480
317.0,0.478
318.0,0.476
319.0,0.474
320.0,0.472
321.0,0.470
322.0,0.468
323.0,0.466
324.0,0.464
325.0,0.462
326.0,0.460
327.0,0.458
328.0,0.456
329.0,0.454
330.0,0.452
331.0,0.450
332.0,0.448
333.0,0.447
334.0,0.445
335.0,0.443
336.0,0.441
337.0,0.439
338.0,0.437
339.0,0.435
340.0,0.434
341.0,0.432
342.0,0.430
343.0,0.428
344.0,0.426
345.0,0.425
346.0,0.423
347.0,0.421
348.0,0.419
349.0,0.418
350.0,0.416
351.0,0.414
352.0,0.413
353.0,0.411
354.0,0.409
355.0,0.407
356.0,0.406
357.0,0.404
358.0,0.402
359.0,0.401
360.0,0.399
361.0,0.398
362.0,0.396
363.0,0.394
364.0,0.393
365.0,0.391
366.0,0.389
367.0,0.388
368.0,0.386
369.0,0.385
370.0,0.383
371.0,0.382
372.0,0.380
373.0,0.378
374.0,0.377
375.0,0.375
376.0,0.374
377.0,0.372
378.0,0.371
379.0,0.369
380.0,0.368
381.0,0.366
382.0,0.365
383.0,0.363
384.0,0.362
385.0,0.361
386.0,0.359
387.0,0.358
388.0,0.356
389.0,0.355
390.0,0.353
391.0,0.352
392.0,0.351
393.0,0.349
394.0,0.348
395.0,0.346
396.0,0.345
397.0,0.343
398.0,0.342
399.0,0.341
400.0,0.339
